Participant,Vowel,F1 (Hz),F2 (Hz),F3 (Hz),t1_ph,t2_ph,dur_ph,t1_wd,t2_wd,word,is_wdinit_ph,is_wdfin_ph,prev_ph,next_ph,Gender
p119,o,556.1192708603221,1031.305052305228,2012.6766036625531,71.444,71.514,0.06999999999999318,71.184,71.994,vagoneta,False,False,G,n,Male
p119,o,502.20872760894486,873.5494243090268,2425.268830501212,73.161,73.271,0.10999999999999943,73.101,73.611,polvo,False,False,p,l,Male
p119,o,711.1729020840451,1035.4004297992135,2711.077210886803,84.196,84.406,0.210000000000008,83.486,84.406,balsámico,False,True,k,sp,Male
p119,o,506.6977797965288,1170.6018380156959,2154.417152981488,101.38,101.48,0.10000000000000853,101.09,101.63,control,False,False,rf,l,Male
p119,o,481.97363932103065,923.2156462857164,2239.9741913019325,107.197,107.257,0.060000000000002274,107.117,107.70700000000001,comerás,False,False,k,m,Male
p119,o,537.7028815141217,980.225848376948,2423.141955527542,115.98700000000001,116.12700000000001,0.14000000000000054,115.73700000000001,116.307,vapor,False,False,p,rf,Male
p119,o,671.2494455620964,1369.623146231028,2400.1909854161013,118.059,118.139,0.0799999999999983,117.23899999999999,118.369,intervención,False,False,j,ng,Male
p119,o,518.6292701405307,1031.3466183624491,2618.236296501117,119.588,119.68799999999999,0.10000000000000853,119.52799999999999,119.79799999999999,tos,False,False,t,s,Male
p119,o,486.59946891903536,1058.2027447036173,2468.2159255836677,142.469,142.549,0.0800000000000125,142.349,142.649,los,False,False,l,s,Male
p119,o,524.6975738079025,1108.2909835774776,2459.9405943139664,142.649,142.739,0.09000000000000341,142.649,143.269,obreros,True,False,s,b,Male
p119,o,522.5925314816782,1135.2232283359374,2499.5133745900657,142.969,143.039,0.06999999999999318,142.649,143.269,obreros,False,False,rf,s,Male
p119,o,526.8418868993081,1054.806224454508,2394.5125387336193,149.222,149.342,0.12000000000000455,149.082,149.602,zorro,False,False,T,r,Male
p119,o,566.7821659638843,1240.803148583334,2213.2725177650022,151.11,151.14,0.02999999999997272,151.03,151.6,porvenir,False,False,p,rf,Male
p119,o,490.3903807184272,912.6181650756547,2338.2944693615177,155.718,155.828,0.11000000000001364,154.868,156.34799999999998,velatorio,False,False,t,rf,Male
p119,o,447.43389457351714,769.042534707697,2486.4633483492717,157.10399999999998,157.164,0.05999999999997385,157.024,157.534,convoy,False,False,k,m,Male
p119,o,496.48602469520483,978.8117183948648,2492.753622467284,159.231,159.321,0.09000000000000341,158.921,159.421,charcos,False,False,k,s,Male
p119,o,522.9735647818095,1130.5845167056266,2445.406482476189,159.421,159.481,0.060000000000002274,159.421,160.111,olvidados,True,False,s,l,Male
p119,o,498.93786132370536,1174.996856219732,2647.114824775441,159.861,159.961,0.10000000000002274,159.421,160.111,olvidados,False,False,D,s,Male
p119,o,490.5289112269619,985.8081531661252,2576.8487299378203,161.679,161.72899999999998,0.05000000000001137,161.609,162.439,convalecer,False,False,k,ng,Male
p119,o,587.9760027277218,1007.8970825461107,2745.77682095933,166.361,166.551,0.18999999999999773,166.00099999999998,166.551,lujo,False,True,x,sp,Male
p119,o,486.3316768668492,1002.7899829136634,2468.8695583783506,168.745,168.815,0.06999999999999318,168.275,169.225,hiperbólico,False,False,b,l,Male
